"PROJECT_CODE","YEAR","n","LM_P_","LM_P_CI_","TM_P_","TM_P_CI_","MT1_P_","MT1_P_CI_","MT2_P_","MT2_P_CI_","MT3_P_","MT3_P_CI_","MT4_P_","MT4_P_CI_","MT5_P_","MT5_P_CI_","MT6_P_","MT6_P_CI_","MT7_P_","MT7_P_CI_","MT8_P_","MT8_P_CI_","MT9_P_","MT9_P_CI_","MT10_P_","MT10_P_CI_","MM_P_","MM_P_CI_","TF_P_","TF_P_CI_","FT11_P_","FT11_P_CI_","FT12_P_","FT12_P_CI_","FT13_P_","FT13_P_CI_","MF_P_","MF_P_CI_"
"T04","2000",16,480494.000000,261368.000000,1820868.000000,754144.000000,326411.000000,163929.000000,7274.000000,5495.000000,131399.000000,102465.000000,15410.000000,14157.000000,302284.000000,197468.000000,14547.000000,9296.000000,340058.000000,302275.000000,5375.000000,4122.000000,231376.000000,171868.000000,446734.000000,465002.000000,797324.000000,369838.000000,943271.000000,592957.000000,692520.000000,549354.000000,210296.000000,284597.000000,40455.000000,35725.000000,250751.000000,301589.000000
"T04","2001",16,504698.000000,318804.000000,3084224.000000,1995590.000000,247879.000000,204658.000000,78219.000000,93218.000000,128438.000000,111042.000000,50162.000000,60347.000000,236261.000000,193649.000000,19082.000000,16251.000000,339394.000000,282617.000000,5360.000000,6711.000000,470833.000000,528433.000000,1508596.000000,1358133.000000,760041.000000,481543.000000,2609066.000000,2353086.000000,2161815.000000,2321558.000000,141553.000000,121441.000000,305699.000000,378723.000000,447251.000000,437516.000000
"T04","2002",14,311822.000000,244971.000000,4101726.000000,2098934.000000,162225.000000,152347.000000,14715.000000,13370.000000,129041.000000,105413.000000,5841.000000,4980.000000,345779.000000,243635.000000,23747.000000,22487.000000,813172.000000,636434.000000,25088.000000,18176.000000,908731.000000,622672.000000,1673386.000000,1341852.000000,681348.000000,486573.000000,3185316.000000,1718798.000000,2750107.000000,1524651.000000,403665.000000,395925.000000,31544.000000,26648.000000,435209.000000,410903.000000
"T04","2003",16,358230.000000,201368.000000,3464914.000000,1726501.000000,259755.000000,140550.000000,18105.000000,12254.000000,66828.000000,63824.000000,13542.000000,17690.000000,521109.000000,254636.000000,32856.000000,18199.000000,769767.000000,524932.000000,36319.000000,49085.000000,861700.000000,644972.000000,884933.000000,579048.000000,912195.000000,417001.000000,1559741.000000,1081698.000000,1315229.000000,976196.000000,224989.000000,120899.000000,19523.000000,18890.000000,244512.000000,134582.000000
"T04","2004",16,868018.000000,460041.000000,3623284.000000,1875763.000000,544126.000000,349821.000000,116201.000000,139542.000000,163714.000000,112792.000000,43978.000000,63798.000000,666364.000000,421004.000000,56845.000000,55029.000000,1017773.000000,765616.000000,23602.000000,21620.000000,355266.000000,268073.000000,635416.000000,372663.000000,1591227.000000,846816.000000,3132939.000000,2526689.000000,1244052.000000,618088.000000,915781.000000,832021.000000,973106.000000,1557325.000000,1888886.000000,2164265.000000
"T04","2005",15,405890.000000,452079.000000,1809679.000000,1083062.000000,154430.000000,120157.000000,148867.000000,241713.000000,52999.000000,29252.000000,49594.000000,90693.000000,77356.000000,59450.000000,78159.000000,90949.000000,77870.000000,76127.000000,9179.000000,8967.000000,174394.000000,168057.000000,986832.000000,830606.000000,561404.000000,563068.000000,1209980.000000,840474.000000,985618.000000,829221.000000,49309.000000,58247.000000,175053.000000,300672.000000,224362.000000,356513.000000
"T04","2006",17,447102.000000,576578.000000,1857249.000000,1827892.000000,109976.000000,171254.000000,33446.000000,47773.000000,279626.000000,370932.000000,24055.000000,35312.000000,151254.000000,198169.000000,41249.000000,32491.000000,109366.000000,136878.000000,4744.000000,6906.000000,133257.000000,256827.000000,970276.000000,1274218.000000,639605.000000,761956.000000,966597.000000,1325638.000000,937529.000000,1319050.000000,23261.000000,28182.000000,5807.000000,10777.000000,29068.000000,36427.000000
"T04","2007",16,561046.000000,909757.000000,1143914.000000,1252423.000000,265346.000000,453699.000000,60319.000000,94753.000000,85489.000000,120358.000000,149892.000000,248615.000000,93117.000000,167463.000000,23724.000000,37267.000000,88172.000000,140637.000000,12626.000000,18897.000000,38953.000000,30119.000000,326276.000000,218980.000000,677887.000000,1109403.000000,2113093.000000,3767243.000000,603481.000000,604255.000000,1493354.000000,3149506.000000,16258.000000,34631.000000,1509612.000000,3184135.000000
"T04","2008",16,344112.000000,423371.000000,1264232.000000,784561.000000,117038.000000,106226.000000,81362.000000,152235.000000,88128.000000,79232.000000,57584.000000,107501.000000,66317.000000,62995.000000,54847.000000,71676.000000,156048.000000,258799.000000,31104.000000,43623.000000,87035.000000,124158.000000,524767.000000,377516.000000,465277.000000,549790.000000,796856.000000,403518.000000,567254.000000,339559.000000,101152.000000,154571.000000,128451.000000,228257.000000,229603.000000,310934.000000
"T04","2009",15,752945.000000,548314.000000,3195079.000000,2338396.000000,407545.000000,350391.000000,94559.000000,110513.000000,174381.000000,225173.000000,76460.000000,91913.000000,595071.000000,486048.000000,41828.000000,38539.000000,521901.000000,540652.000000,25213.000000,20303.000000,439944.000000,416672.000000,818177.000000,639940.000000,1389845.000000,995186.000000,2946561.000000,2007361.000000,1416060.000000,1161372.000000,766164.000000,933655.000000,764337.000000,886720.000000,1530501.000000,1167925.000000
"T04","2011",37,139901.000000,121721.000000,4448010.000000,1983150.000000,5197.000000,6087.000000,59261.000000,50147.000000,16490.000000,28348.000000,58953.000000,69664.000000,11644.000000,12028.000000,20600.000000,13203.000000,75052.000000,47981.000000,3767.000000,3388.000000,190619.000000,120393.000000,4005798.000000,1910055.000000,172145.000000,134776.000000,4338695.000000,2231119.000000,4089772.000000,2235923.000000,23951.000000,14710.000000,224972.000000,173000.000000,248923.000000,177514.000000
"T04","2012",37,81945.000000,55527.000000,4831710.000000,1795663.000000,5171.000000,5398.000000,42550.000000,29588.000000,0.000000,0.000000,34225.000000,30099.000000,108513.000000,49573.000000,14901.000000,10980.000000,716254.000000,333305.000000,5864.000000,7143.000000,2375884.000000,1218637.000000,1528350.000000,617832.000000,205359.000000,98729.000000,5301416.000000,2526810.000000,4638687.000000,2187999.000000,451815.000000,301272.000000,210913.000000,299294.000000,662728.000000,451871.000000
"T04","2013",37,192637.000000,105523.000000,3179046.000000,975058.000000,84195.000000,40633.000000,54993.000000,50885.000000,3228.000000,3190.000000,50221.000000,45297.000000,1027163.000000,428864.000000,70983.000000,59073.000000,688187.000000,286811.000000,28648.000000,19862.000000,390244.000000,156114.000000,778423.000000,353670.000000,1290782.000000,506258.000000,3133209.000000,1541356.000000,1175307.000000,465649.000000,1257665.000000,786220.000000,700237.000000,747885.000000,1957902.000000,1353766.000000
"T04","2017",38,124965.000000,132255.000000,1135943.000000,806870.000000,94084.000000,99611.000000,18087.000000,21887.000000,10175.000000,14247.000000,2619.000000,5303.000000,178944.000000,191967.000000,8326.000000,8364.000000,271027.000000,243605.000000,3452.000000,4651.000000,369070.000000,276694.000000,180159.000000,82114.000000,312234.000000,323315.000000,1136328.000000,1019282.000000,839202.000000,727415.000000,228516.000000,221965.000000,68610.000000,88768.000000,297126.000000,302289.000000
"T04","2018",39,222852.000000,197861.000000,7993072.000000,13363159.000000,148506.000000,118891.000000,36239.000000,57365.000000,32459.000000,33109.000000,5647.000000,11423.000000,3506483.000000,5791752.000000,102457.000000,108781.000000,2083727.000000,3917577.000000,70198.000000,88156.000000,1597348.000000,2936961.000000,410009.000000,568436.000000,3831792.000000,5883252.000000,2684444.000000,3020705.000000,1669575.000000,2891966.000000,897225.000000,924631.000000,117644.000000,200028.000000,1014869.000000,955411.000000
"T05","1990",24,4493938.000000,3690679.000000,8406909.000000,5347618.000000,301942.000000,293886.000000,2386470.000000,1734497.000000,232501.000000,194989.000000,1573025.000000,1647873.000000,577524.000000,1026683.000000,442991.000000,311161.000000,312756.000000,584392.000000,36345.000000,28872.000000,312805.000000,584389.000000,2230550.000000,1720226.000000,5514453.000000,4051201.000000,3402140.000000,2963358.000000,2741071.000000,2423360.000000,293265.000000,554135.000000,367804.000000,397650.000000,661069.000000,727759.000000
"T05","1991",17,3075896.000000,3203415.000000,4321853.000000,3683036.000000,555788.000000,479040.000000,1251160.000000,1213480.000000,153119.000000,191936.000000,1115829.000000,1517653.000000,396357.000000,314623.000000,127954.000000,100337.000000,259736.000000,277229.000000,13137.000000,19065.000000,131561.000000,236027.000000,317211.000000,224699.000000,3600208.000000,3541224.000000,623962.000000,422262.000000,485382.000000,301555.000000,65684.000000,139234.000000,72897.000000,70581.000000,138581.000000,172967.000000
"T05","1992",25,1930011.000000,1554121.000000,3511578.000000,2627945.000000,212133.000000,217456.000000,1158560.000000,1002593.000000,28290.000000,32549.000000,531028.000000,526131.000000,311322.000000,340005.000000,204677.000000,213221.000000,439310.000000,457035.000000,32460.000000,40356.000000,317953.000000,326959.000000,275846.000000,198568.000000,2446010.000000,1923450.000000,783740.000000,718053.000000,529093.000000,433590.000000,189767.000000,224816.000000,64879.000000,98729.000000,254647.000000,322152.000000
"T05","1993",15,1540643.000000,1962959.000000,3888960.000000,2786986.000000,262005.000000,139095.000000,795535.000000,1250158.000000,69463.000000,76220.000000,413641.000000,729166.000000,924715.000000,892371.000000,384841.000000,288203.000000,328197.000000,384259.000000,31591.000000,30034.000000,109841.000000,200068.000000,569133.000000,618644.000000,2850199.000000,2378870.000000,2465220.000000,2491195.000000,806903.000000,837524.000000,1320910.000000,2210517.000000,337408.000000,624376.000000,1658317.000000,2295012.000000
"T05","1994",17,3100195.000000,2189787.000000,7691041.000000,6782889.000000,1459966.000000,1111067.000000,910855.000000,708014.000000,237666.000000,137298.000000,491708.000000,505715.000000,1816316.000000,2423191.000000,661526.000000,555178.000000,979834.000000,1190486.000000,74670.000000,67234.000000,804592.000000,863754.000000,253908.000000,261563.000000,5578037.000000,4914559.000000,2504370.000000,2204704.000000,855041.000000,673889.000000,936965.000000,1125965.000000,712365.000000,732864.000000,1649330.000000,1676064.000000
"T05","1995",24,2563874.000000,1645934.000000,5143985.000000,3195134.000000,899027.000000,742798.000000,965695.000000,846657.000000,448179.000000,375733.000000,250973.000000,246355.000000,1041020.000000,1035434.000000,525507.000000,443425.000000,759172.000000,699807.000000,83685.000000,81444.000000,133019.000000,145625.000000,37707.000000,48257.000000,4130401.000000,2563687.000000,900441.000000,712697.000000,265255.000000,213756.000000,442922.000000,495537.000000,192264.000000,206721.000000,635186.000000,626801.000000
"T05","1996",18,4324128.000000,3907136.000000,6630209.000000,4351913.000000,1085215.000000,903685.000000,1886889.000000,1863467.000000,336010.000000,329514.000000,1016014.000000,1347736.000000,391997.000000,402457.000000,535728.000000,369916.000000,194268.000000,185197.000000,4653.000000,9815.000000,107989.000000,126496.000000,1071446.000000,1246440.000000,5251853.000000,4336379.000000,1240547.000000,1230277.000000,1004562.000000,1221430.000000,18151.000000,27939.000000,217834.000000,310782.000000,235985.000000,314104.000000
"T05","1997",18,3268594.000000,2029939.000000,4721354.000000,2650767.000000,219125.000000,227557.000000,1867900.000000,1211388.000000,270736.000000,286617.000000,910832.000000,719793.000000,25501.000000,24422.000000,503081.000000,474621.000000,12235.000000,17708.000000,45285.000000,56950.000000,19413.000000,29887.000000,847246.000000,945055.000000,3797176.000000,2274027.000000,488397.000000,386641.000000,360957.000000,379264.000000,13027.000000,27483.000000,114413.000000,94497.000000,127440.000000,98510.000000
"T05","1998",22,633838.000000,472263.000000,1200587.000000,758395.000000,25672.000000,43460.000000,284517.000000,234997.000000,56368.000000,117213.000000,267281.000000,219798.000000,0.000000,0.000000,78777.000000,110347.000000,10659.000000,15295.000000,0.000000,0.000000,42430.000000,46827.000000,434884.000000,298686.000000,712614.000000,558392.000000,400627.000000,305277.000000,390173.000000,304350.000000,5329.000000,11082.000000,5124.000000,10656.000000,10454.000000,15004.000000
"T05","1999",19,646376.000000,822632.000000,3924726.000000,5203674.000000,134280.000000,203347.000000,277747.000000,440240.000000,18150.000000,38128.000000,216199.000000,213920.000000,1713637.000000,3573445.000000,73947.000000,104489.000000,180762.000000,379736.000000,18516.000000,28467.000000,37157.000000,65980.000000,1254331.000000,1927171.000000,2433960.000000,4487258.000000,1328941.000000,2045100.000000,1262254.000000,2050170.000000,60637.000000,94448.000000,6050.000000,12709.000000,66687.000000,94350.000000
"T05","2000",24,233708.000000,281223.000000,1056905.000000,601950.000000,87934.000000,171641.000000,77551.000000,67894.000000,25969.000000,41997.000000,42254.000000,32913.000000,34197.000000,61031.000000,35901.000000,28363.000000,39082.000000,71016.000000,9094.000000,13012.000000,19493.000000,31507.000000,685432.000000,461949.000000,303805.000000,350785.000000,690203.000000,480045.000000,685318.000000,481235.000000,4885.000000,10105.000000,0.000000,0.000000,4885.000000,10105.000000
"T05","2001",24,188134.000000,101590.000000,5195113.000000,5679947.000000,14417.000000,16452.000000,72280.000000,47316.000000,53018.000000,38021.000000,48420.000000,53969.000000,4789.000000,9907.000000,33861.000000,33834.000000,23809.000000,28328.000000,0.000000,0.000000,168366.000000,154022.000000,4776154.000000,5581714.000000,226785.000000,122707.000000,4769905.000000,5172971.000000,4669457.000000,5066714.000000,95610.000000,139450.000000,4837.000000,10005.000000,100447.000000,139192.000000
"T05","2002",19,266027.000000,265317.000000,15732658.000000,17351538.000000,151488.000000,200661.000000,60205.000000,69469.000000,12100.000000,25418.000000,42235.000000,52500.000000,1493794.000000,2470917.000000,78238.000000,105819.000000,3202795.000000,5423380.000000,30014.000000,51234.000000,3714171.000000,4100658.000000,6947618.000000,6881884.000000,1838059.000000,2786792.000000,10001652.000000,10949242.000000,8721427.000000,9479174.000000,1183837.000000,1814383.000000,96387.000000,116368.000000,1280225.000000,1896367.000000
"T05","2003",17,420436.000000,354501.000000,4538640.000000,4014458.000000,180002.000000,144141.000000,116838.000000,144232.000000,6897.000000,14620.000000,116700.000000,151753.000000,785055.000000,555425.000000,378756.000000,394625.000000,1316602.000000,1267087.000000,313524.000000,334854.000000,952301.000000,1157797.000000,371966.000000,385264.000000,1584247.000000,1174511.000000,3531104.000000,4187076.000000,1185493.000000,1659076.000000,1636736.000000,1623255.000000,708875.000000,1129482.000000,2345611.000000,2632721.000000
"T05","2004",22,721674.000000,420490.000000,8185736.000000,4298470.000000,572218.000000,390872.000000,105326.000000,97522.000000,22866.000000,22178.000000,21265.000000,34510.000000,2436453.000000,1362006.000000,728226.000000,802399.000000,2285412.000000,2206396.000000,524749.000000,534174.000000,1028101.000000,1415753.000000,461121.000000,414750.000000,3886353.000000,1900704.000000,2730554.000000,3152065.000000,539823.000000,472879.000000,2069808.000000,2702404.000000,120923.000000,94499.000000,2190730.000000,2762620.000000
"T05","2005",21,2360566.000000,1496844.000000,11915783.000000,11300835.000000,1705399.000000,1138863.000000,483793.000000,534642.000000,105037.000000,109306.000000,66338.000000,75675.000000,1679248.000000,1335651.000000,1003759.000000,672748.000000,255975.000000,328805.000000,228043.000000,111976.000000,331997.000000,466473.000000,6056196.000000,9370035.000000,5043574.000000,2806700.000000,6902747.000000,10712637.000000,6605240.000000,10617867.000000,157334.000000,211066.000000,140174.000000,211730.000000,297507.000000,287639.000000
"T05","2006",27,2998513.000000,1913135.000000,9429112.000000,4346765.000000,1929424.000000,1496413.000000,154421.000000,113303.000000,879962.000000,556823.000000,34706.000000,33236.000000,1589163.000000,988226.000000,331137.000000,264165.000000,1097360.000000,936547.000000,77968.000000,60689.000000,1054811.000000,985143.000000,2280159.000000,1537535.000000,4918813.000000,2732122.000000,4944465.000000,2799115.000000,3742790.000000,2489724.000000,875855.000000,858878.000000,308275.000000,256610.000000,1184130.000000,907410.000000
"T05","2007",24,343450.000000,242160.000000,1341717.000000,701198.000000,25145.000000,29860.000000,219367.000000,181925.000000,34807.000000,50199.000000,64131.000000,41614.000000,29576.000000,36866.000000,173277.000000,155221.000000,73889.000000,94736.000000,49056.000000,41138.000000,78225.000000,121848.000000,594243.000000,435665.000000,546304.000000,397468.000000,573207.000000,404781.000000,529240.000000,399965.000000,34197.000000,42507.000000,9770.000000,13976.000000,43967.000000,50172.000000
"T05","2010",23,1140567.000000,1773391.000000,1819863.000000,2625747.000000,87667.000000,133963.000000,526199.000000,917088.000000,10349.000000,14826.000000,516353.000000,801271.000000,98341.000000,146949.000000,237407.000000,459311.000000,47442.000000,59335.000000,85792.000000,167187.000000,89914.000000,128994.000000,115251.000000,88179.000000,1476315.000000,2368979.000000,203756.000000,155972.000000,183365.000000,136481.000000,10195.000000,21142.000000,10195.000000,14606.000000,20391.000000,32969.000000
"T05","2012",23,130051.000000,206350.000000,2091708.000000,2022469.000000,99903.000000,166113.000000,30148.000000,42963.000000,0.000000,0.000000,0.000000,0.000000,516573.000000,820584.000000,53684.000000,40086.000000,242065.000000,453801.000000,133745.000000,193211.000000,56838.000000,74335.000000,958752.000000,740825.000000,700309.000000,1048644.000000,1116756.000000,702687.000000,886365.000000,524889.000000,225294.000000,372708.000000,5098.000000,10571.000000,230392.000000,372255.000000
"T06","1990",11,0.000000,0.000000,3230636.000000,2695324.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4048183.000000,2702146.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1991",29,0.000000,0.000000,2267119.000000,1420647.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2138565.000000,1199315.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1992",37,0.000000,0.000000,1791483.000000,606616.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1524000.000000,456074.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1993",38,0.000000,0.000000,1203805.000000,433640.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,765142.000000,256815.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1994",38,0.000000,0.000000,1110513.000000,484107.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,923926.000000,506303.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1995",32,0.000000,0.000000,532765.000000,171825.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,354938.000000,130055.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1997",39,0.000000,0.000000,362403.000000,158018.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,323443.000000,159290.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","1999",40,0.000000,0.000000,172686.000000,64516.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130231.000000,50243.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","2001",40,0.000000,0.000000,2060109.000000,784610.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2265440.000000,769155.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","2003",40,0.000000,0.000000,915333.000000,360036.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,941242.000000,393196.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","2005",40,0.000000,0.000000,649224.000000,291641.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,608167.000000,284636.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","2007",32,0.000000,0.000000,1413230.000000,422800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1473110.000000,518316.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","2009",43,0.000000,0.000000,2150563.000000,884060.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1812556.000000,713727.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
"T06","2011",43,0.000000,0.000000,2722235.000000,1794176.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1703203.000000,845024.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
